event name,latitude,longitude,depth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,MrrError,MttError,MppError,MrtError,MrpError,MtpError,half duration,moment,magnitude,exponent,year,month,day,dayofweek,is_weekend,is_weekday,hour,minute,second
380,-24.29,-66.74,191.4,29.032212529751035,27.77512528167708,29.016914088213127,28.4932656361371,29.184485259481917,28.420615523305376,22.740362689494244,22.954242509439325,22.897627091290442,27.301042155739236,27.47712921671218,22.924279286061882,1.9,24.17897694729317,5.39,24,1990,9,7,4,0,1,16,9,29
381,-19.43,-66.6,275.0,29.032108426974375,27.774098527678326,29.017080691519382,28.493413155312524,29.18434041880369,28.421032882077416,23.75587485567249,23.88081359228079,23.897627091290442,27.301149410227755,27.477206657570097,23.845098040014257,7.0,25.838723190031374,6.49,25,1990,10,10,2,0,1,1,0,12
382,-34.17,-72.07,15.0,29.032217840489338,27.775169376982642,29.016906055661536,28.493261423755335,29.184483206248256,28.42061814489435,22.662757831681574,22.69897000433602,22.799340549453582,27.301054966878777,27.477142100354502,22.707570176097935,1.7,24.21192108430851,5.41,24,1990,10,11,3,0,1,4,25,28
383,-27.05,-71.07,73.3,29.032209477156044,27.775339156761156,29.016904990491433,28.493264980570437,29.184484714225793,28.42060124443604,22.799340549453582,23.100370545117563,23.146128035678238,27.301045195704848,27.47713138813935,22.90848501887865,2.2,24.383994789441733,5.52,24,1990,10,31,2,0,1,14,39,35
384,-21.34,-68.8,133.6,29.032213646745426,27.775125573230994,29.01691291445901,28.493259387291218,29.184486540263148,28.42061410533242,22.653212513775344,22.90848501887865,22.832508912706235,27.301041721456695,27.477127045274152,22.863322860120455,1.6,24.04493154614916,5.3,24,1990,12,2,6,1,0,14,37,36
385,-32.71,-69.7,130.1,29.032214554049226,27.775244438031375,29.016905161754252,28.493255635150824,29.184484725585303,28.420631714249733,22.653212513775344,22.897627091290442,22.919078092376076,27.301039332894966,27.47712805861325,22.81954393554187,2.1,24.23578087032756,5.42,24,1990,12,21,4,0,1,18,31,50
386,-22.42,-70.18,63.9,29.03221263056292,27.77516347357321,29.016911795003725,28.493260391576086,29.18448326020611,28.42062506977024,22.7160033436348,22.913813852383715,22.924279286061882,27.301041721456695,27.47712950623643,22.863322860120455,2.0,24.263162464962218,5.44,24,1990,12,27,3,0,1,16,8,41
387,-28.86,-68.61,124.5,29.03221336769872,27.775180097660513,29.016910078639253,28.49325706487357,29.18448879085072,28.42061074010132,22.618048096712094,22.884228769632603,22.862727528317976,27.301039202609406,27.47712703079786,22.778151250383644,1.5,23.933639112524926,5.22,23,1991,3,15,4,0,1,18,51,8
388,-21.22,-67.35,199.0,29.032215594421913,27.77518854428965,29.01690729209101,28.49326103320131,29.184481337598395,28.420625036794902,22.92941892571429,23.139879086401237,23.164352855784436,27.30104736709583,27.477133270034116,23.029383777685208,2.2,24.357934847000454,5.51,24,1991,5,11,5,1,0,8,4,56
389,-40.59,-75.45,15.0,29.032212844284043,27.775130821167966,29.016913444946137,28.493270294816377,29.184486477786102,28.42063247267021,22.959041392321094,22.968482948553934,23.053078443483418,27.30106495496268,27.47716555049777,23.08278537031645,1.9,24.217483944213907,5.41,24,1991,5,18,5,1,0,6,57,29
390,-23.6,-68.34,155.1,29.03221298340434,27.775156724638933,29.016911816306816,28.49326134146005,29.184486577465382,28.42060553639034,22.784617292632877,23.04375512696868,23.019116290447073,27.301046389971233,27.477130331379485,23.02160271602824,1.6,24.036229544086293,5.29,24,1991,5,30,3,0,1,9,6,29
391,-40.77,-75.75,15.0,29.03220975539875,27.775105163984357,29.016918114875754,28.49327274966918,29.184489672623492,28.420639232446373,23.029383777685208,22.986771734266245,23.103803720955955,27.301072554437862,27.477171629957855,23.06445798922692,2.3,24.437750562820387,5.56,24,1991,6,3,0,0,1,5,5,21
392,-20.79,-68.93,119.8,29.032211856327038,27.775207346377258,29.016910078221546,28.493264896881005,29.184484495555175,28.420606158002947,22.69897000433602,22.94939000664491,22.986771734266245,27.301040635748446,27.47712936147433,22.88081359228079,1.8,24.173186268412273,5.38,24,1991,7,9,1,0,1,5,54,13
393,-31.95,-71.9,46.3,29.032216833188006,27.77517925225977,29.01690653728465,28.493261440493356,29.184485500587144,28.420618598312217,22.597695185925513,22.77887447200274,22.90036712865647,27.301039354609223,27.47713513744471,22.568201724066995,2.0,23.916664464541398,5.21,23,1991,8,18,6,1,0,21,52,13
394,-21.24,-68.67,119.5,29.032211505500946,27.775167773595427,29.016912713959766,28.493264464485346,29.184484654588363,28.42061928256011,23.041392685158225,23.296665190261532,23.276461804173245,27.30105236125389,27.4771358757211,23.17897694729317,1.9,24.179838928023187,5.39,24,1991,8,27,1,0,1,11,58,30
395,-31.58,-69.96,123.2,29.03221617509396,27.7750322659873,29.016915642074913,28.49326344626161,29.184486662377346,28.420726572481463,23.00432137378264,23.296665190261532,23.307496037913214,27.30105127557224,27.4771352966809,23.17609125905568,3.2,24.844290743254344,5.83,24,1991,9,15,6,1,0,22,56,26
396,-22.11,-67.53,177.5,29.03221382014141,27.77519430160449,29.016908800028943,28.493260796079056,29.18448289670043,28.420618721971554,22.838849090737256,23.02118929906994,22.977723605288848,27.301045629983914,27.477130519569783,22.934498451243567,2.1,24.23375736296551,5.42,24,1991,10,27,6,1,0,16,17,35
397,-32.03,-69.55,114.0,29.032211372428907,27.775191750904803,29.01691147336865,28.49325966625947,29.184487593851966,28.42063553931341,22.72427586960079,23.10720996964787,23.079181246047625,27.30104128717372,27.477128348138272,22.89209460269048,2.0,24.193124598354462,5.4,24,1991,12,1,6,1,0,22,41,23
398,-17.53,-70.37,111.3,29.03219381865975,27.77528276517496,29.016924443009728,28.49330461965212,29.184472562220233,28.42057562043795,23.220108088040057,23.450249108319362,23.465382851448418,27.30106234939772,27.477144271717258,23.38201704257487,3.5,24.911157608739977,5.87,24,1991,12,15,6,1,0,18,56,11
399,-21.17,-68.07,145.6,29.032197145582966,27.775177685348865,29.016927024360673,28.49327719905453,29.184487025879875,28.420636231778232,23.012837224705173,23.235528446907548,23.20951501454263,27.301055184013478,27.477137323318225,23.20682587603185,2.8,24.686010291315284,5.72,24,1992,1,27,0,0,1,9,53,6
400,-24.21,-69.56,77.4,29.03221744127892,27.775007332064053,29.016915759032027,28.4932661382726,29.18447500173636,28.420552517969952,23.103803720955955,23.357934847000454,23.305351369446623,27.30106300079043,27.477137323318225,23.285557309007775,3.2,24.7942788657214,5.8,24,1992,2,28,4,0,1,9,14,15
401,-33.68,-71.7,32.0,29.032215697652557,27.77519952684822,29.016906551486887,28.49326269444831,29.184488570478244,28.420611134169416,22.556302500767288,22.752816431188272,22.827369273053826,27.30104647682684,27.47713219880271,22.63848925695464,2.1,23.759063188160486,5.11,23,1992,4,10,4,0,1,9,33,12
402,-20.3,-68.92,130.1,29.032206150327294,27.775034088586363,29.016925921649527,28.493289835618246,29.184477188485385,28.420604525649637,22.954242509439325,23.19033169817029,23.17897694729317,27.30105062416195,27.47713544144102,23.15836249209525,3.1,24.748420622467567,5.77,24,1992,4,16,3,0,1,18,33,10
403,-32.36,-71.66,61.0,29.03221663479211,27.77515224958581,29.016908290421696,28.493272010425194,29.184481695425585,28.42061646312211,22.7481880270062,22.934498451243567,23.02118929906994,27.301043458584246,27.477130519569783,22.869231719730976,2.2,24.340444114840118,5.49,24,1992,5,3,6,1,0,3,40,42
404,-17.32,-72.35,33.0,29.03221553312871,27.775159756570545,29.016909001365416,28.49326023256447,29.184486334088863,28.42062428495652,22.652246341003323,22.72427586960079,22.8926510338773,27.301045000279128,27.47713801816313,22.626340367375043,1.5,23.8650447216931,5.18,23,1992,5,6,2,0,1,23,29,52
405,-18.24,-69.74,130.3,29.032215560952597,27.775156549719156,29.016909155918242,28.493270660255572,29.184485981377257,28.42061345735021,22.6414741105041,22.821513528404772,22.81224469680037,27.30103902889526,27.477127291371005,22.8109042806687,1.7,23.926856708949693,5.22,23,1992,5,9,5,1,0,0,21,6
406,-33.61,-72.03,15.0,29.032234615060027,27.775102685653387,29.01689246305954,28.493309821838675,29.18444057460769,28.420604228857467,23.230448921378272,23.32221929473392,23.342422680822207,27.30112770093098,27.477183499134657,23.255272505103306,3.6,25.241546480596547,6.09,25,1992,5,18,0,0,1,3,2,26
407,-33.84,-72.42,34.3,29.032223223745483,27.77516216169355,29.01690089687221,28.493263739175536,29.184481979415214,28.420615968481975,22.778151250383644,22.89209460269048,22.959041392321094,27.30105388120364,27.4771455745297,22.845098040014257,2.4,24.42569721336259,5.55,24,1992,5,22,4,0,1,1,20,43
408,-17.77,-70.28,95.2,29.032214338312716,27.775178982605738,29.01690913712128,28.4932653767002,29.184487361267486,28.420616374086926,22.48000694295715,22.681241237375588,22.69460519893357,27.301038312323676,27.477125814787783,22.682145076373832,1.2,23.56549362986886,4.98,23,1992,6,1,0,0,1,1,47,18
409,-19.48,-66.98,274.4,29.03221206762905,27.77517995190188,29.01691143410409,28.493265308353894,29.184485881413853,28.42061989590911,22.54900326202579,22.826074802700827,22.824776462475544,27.301043936293105,27.477129028521315,22.751279103983343,1.8,24.037824750588342,5.29,24,1992,6,20,5,1,0,13,41,22
410,-26.8,-71.53,47.0,29.032227445623278,27.775293038606282,29.016889025158257,28.493241379511474,29.184493503557515,28.420592126159544,23.06445798922692,23.133538908370216,23.143014800254097,27.30106582348086,27.47714441647439,23.22271647114758,2.9,24.696618459232226,5.73,24,1992,6,21,6,1,0,10,52,48
411,-21.18,-69.08,111.6,29.032213426976,27.775180884756278,29.016909972123347,28.493263679197938,29.184487447031252,28.42060952986485,22.66181268553726,22.8767949762007,23.02201573981772,27.301037335178705,27.477127450610073,22.8555191556678,1.8,23.811776021602903,5.14,23,1992,7,4,5,1,0,6,48,6
412,-51.12,-72.59,15.0,29.032221308362367,27.77517156341022,29.016902342174834,28.493263111502603,29.184483572593564,28.42060812011648,22.672097857935718,22.72427586960079,22.740362689494244,27.301059743817127,27.477149048677106,22.740362689494244,2.0,24.306425027550688,5.47,24,1992,7,30,3,0,1,13,14,57
413,-20.54,-71.0,15.0,29.032217194090872,27.775174974215254,29.016906409046808,28.493265340434814,29.18448653344747,28.420612431788612,22.556302500767288,22.62940959910272,22.6414741105041,27.301045412844434,27.47713312527327,22.722633922533813,0.9,23.774443968924967,5.12,23,1992,8,4,1,0,1,2,36,34
414,-30.91,-65.11,200.7,29.032214955278523,27.775188063295335,29.016907977555967,28.493267954324473,29.184486133594216,28.42061414490382,22.523746466811563,22.714329759745233,22.63848925695464,27.301037552322224,27.47712556869009,22.729974285699555,1.0,23.822298871262365,5.15,23,1992,8,14,4,0,1,20,9,1
415,-20.26,-68.78,116.4,29.032211320006578,27.775197070918622,29.016911226920833,28.493271048011326,29.184482450837578,28.420612093781443,22.633468455579585,22.886490725172482,22.913813852383715,27.30104020146439,27.477127913850666,22.89209460269048,1.5,24.330819466495836,5.49,24,1992,8,17,0,0,1,21,9,31
416,-25.9,-68.95,114.8,29.032212756376122,27.775186234054516,29.016910360175288,28.49326742987402,29.184486368167263,28.420612692301273,22.528916700277655,22.69196510276736,22.75587485567249,27.301035858599914,27.477125901645756,22.756636108245846,1.0,23.940864975966722,5.23,23,1992,8,20,3,0,1,13,37,16
417,-39.04,-74.96,15.0,29.032209779593757,27.775145689978352,29.016915767386106,28.493254826134894,29.18448930344348,28.420622843929316,22.903089986991944,23.12057393120585,23.02530586526477,27.3010662577393,27.477142534627923,22.934498451243567,1.6,24.28668096935493,5.46,24,1992,10,1,3,0,1,8,18,52
418,-29.5,-71.29,53.5,29.032214512514916,27.77520078760194,29.016907706878893,28.493271741228487,29.184489854941503,28.420610454855154,22.523746466811563,22.720159303405957,22.77597433112937,27.30104400143518,27.47713221327883,22.73319726510657,1.1,24.052693941924968,5.3,24,1992,10,29,3,0,1,14,39,20
419,-29.06,-69.51,118.7,29.032212056741354,27.77519594861976,29.016910528094318,28.49325168630189,29.18449017527577,28.420614200963296,22.60422605308447,22.835056101720117,22.85003325768977,27.301038855181044,27.477127218989594,22.800029359244135,1.2,24.162862993321927,5.38,24,1992,11,1,6,1,0,9,36,50
420,-23.05,-69.85,18.7,29.032215360539897,27.77516797766322,29.01690870896802,28.493266927740013,29.184485678079124,28.42061085551879,22.69897000433602,22.73639650227664,22.802773725291974,27.301075073091724,27.477188753313005,22.771587480881255,1.3,23.903686731736503,5.2,23,1992,11,3,1,0,1,15,41,34
421,-31.98,-72.21,19.2,29.03225909025441,27.775156622602406,29.016864056740268,28.49327062956985,29.18446676014953,28.420620717003995,23.32221929473392,23.44715803134222,23.462397997898957,27.301134213833958,27.477241392907974,23.342422680822207,2.5,25.111934276332683,6.01,25,1992,11,4,2,0,1,21,32,41
422,-23.32,-70.95,15.0,29.03221971556366,27.775169376982642,29.016904117467714,28.4932745071121,29.184479823929316,28.4206137920587,22.806179973983888,22.76342799356294,22.93951925261862,27.30105909241954,27.47714412696008,22.838849090737256,1.6,24.47971923543957,5.59,24,1992,11,8,6,1,0,10,23,2
423,-30.85,-71.63,54.7,29.032219418375,27.775175236583763,29.0169040894808,28.493266334942177,29.18448621907424,28.420618698888482,22.462397997898957,22.8055008581584,22.7664128471124,27.301040918032854,27.477128130994522,22.699837725867244,1.1,24.039017321997413,5.29,24,1992,11,17,1,0,1,4,24,23
424,-22.72,-66.19,255.5,29.032214286697236,27.775172314081146,29.016909573210604,28.49326902554045,29.184484989125842,28.42061564861439,22.597695185925513,22.82865989653532,22.859738566197148,27.30104280716223,27.477127798040563,22.749736315569063,1.1,24.03181227133037,5.29,24,1992,11,20,4,0,1,1,45,28
425,-31.59,-72.08,22.3,29.03218174877163,27.778631603863687,29.016744228463367,28.493644276689555,29.18442765165975,28.420420343609727,23.602059991327963,23.633468455579585,23.602059991327963,27.301429362906557,27.477348476047464,23.57978359661681,4.7,25.75747194776567,6.44,25,1992,11,28,5,1,0,3,13,38
426,-20.39,-69.27,118.8,29.032210215103696,27.77514321187864,29.0169154582851,28.493296851123482,29.184480959891594,28.4206185241166,22.897627091290442,23.17897694729317,23.193124598354462,27.30104866992521,27.47713442811915,23.10720996964787,1.8,24.572987708198205,5.65,24,1992,12,23,2,0,1,2,20,8
427,-31.55,-67.15,144.4,29.032212133358474,27.775172605603487,29.01691178664957,28.493266129903677,29.18448505415899,28.420605633671947,23.00259798071991,23.339848783037638,23.317645543221158,27.301053729208903,27.477134703163895,23.242541428298384,1.4,24.152288344383056,5.37,24,1992,12,29,1,0,1,20,31,48
428,-31.93,-71.66,22.2,29.032218534872644,27.77516567460685,29.016905553152203,28.493264117173684,29.184485241306724,28.420616438390116,22.6232492903979,22.81224469680037,22.775246259740236,27.301052838952955,27.47714421381439,22.66931688056611,1.1,24.024074987307426,5.28,24,1993,1,1,4,0,1,9,56,34
429,-25.18,-68.45,132.6,29.03220488410941,27.77532983152612,29.016910282899094,28.493247461230894,29.184485679783048,28.420577961947128,22.806179973983888,23.045322978786658,23.068185861746162,27.30104259002134,27.47712965099848,23.03342375548695,1.7,24.556423121371285,5.64,24,1993,2,24,2,0,1,22,21,44
430,-26.55,-71.16,59.6,29.032124600778157,27.77570363112485,29.01697194910539,28.493371462308207,29.18431905530321,28.42082182200407,23.690196080028514,23.7481880270062,23.88081359228079,27.301136384779912,27.477232709333954,23.832508912706235,4.2,25.808278509582767,6.47,25,1993,3,15,0,0,1,16,9,9
431,-38.67,-75.37,15.0,29.03220936424591,27.775127249662198,29.016917250232467,28.493273126264693,29.18448147675345,28.420628235391014,22.778151250383644,22.869231719730976,22.924279286061882,27.301067777640416,27.477157444418605,22.826074802700827,1.6,24.49108141342319,5.59,24,1993,3,17,2,0,1,4,35,58
432,-27.04,-71.58,15.0,29.03223864731216,27.77520822087315,29.016882278772258,28.49328124391074,29.184466311430114,28.4206351765933,23.060697840353612,23.117271295655765,23.17897694729317,27.30110468789152,27.477177130348412,23.12057393120585,2.4,24.987755616738525,5.93,24,1993,3,19,4,0,1,1,48,12
433,-27.02,-71.56,15.0,29.032219009488234,27.775183668731703,29.016904029329815,28.49326184220568,29.184486146941598,28.420618763191328,22.583198773968622,22.526339277389845,22.64542226934909,27.301051297285902,27.477135962577066,22.651278013998144,1.1,24.02036128264771,5.28,24,1993,3,19,4,0,1,16,1,14
434,-21.98,-67.28,179.5,29.03221310236224,27.775159610805087,29.016911527670693,28.493266500925653,29.18447303081287,28.420679211897912,23.0,23.14921911265538,23.143014800254097,27.30105279552579,27.477135586201097,23.093421685162234,2.0,24.809963521714014,5.81,24,1993,3,30,1,0,1,5,24,3
435,-22.39,-68.8,120.8,29.032213147525905,27.775157708561366,29.016911589909178,28.49326558592352,29.184485184225256,28.420617252896353,22.437750562820387,22.671172842715084,22.701567985055927,27.301035945457627,27.477125698977122,22.6414741105041,1.1,24.06370855939142,5.31,24,1993,4,10,5,1,0,21,1,34
436,-20.19,-69.32,140.2,29.03221390079068,27.775102904330218,29.01691395037028,28.493262553570347,29.184485182805318,28.42060523465233,22.778151250383644,23.08635983067475,23.10720996964787,27.301042372880342,27.477129795760487,22.991226075692495,1.1,24.2145789535705,5.41,24,1993,5,5,2,0,1,11,38,33
437,-24.71,-70.45,62.4,29.032215497643165,27.775159610805087,29.016909046478137,28.49325977784672,29.18447575999993,28.420606438305423,22.812913356642856,23.045322978786658,23.056904851336473,27.30104714995722,27.477139205187274,22.93951925261862,1.8,24.624385241420264,5.68,24,1993,5,11,1,0,1,16,25,7
438,-23.45,-66.88,231.9,29.031572455201935,27.77486717969705,29.01759088263394,28.493529149568584,29.18366238235553,28.42013405334239,24.17609125905568,24.17609125905568,24.204119982655925,27.301290494211372,27.477294937778126,24.204119982655925,7.7,26.523746466811563,6.95,26,1993,5,24,0,0,1,23,51,28
439,-46.0,-77.64,15.0,29.03221645333237,27.77538213767802,29.016895299412045,28.493312137000856,29.18448109904677,28.4204876562934,23.02530586526477,23.143014800254097,23.113943352306837,27.30111532614623,27.477174090667507,23.07554696139253,2.5,24.969369311733526,5.91,24,1993,6,1,1,0,1,15,53,51
440,-31.62,-69.13,124.5,29.032095197081034,27.77618233528281,29.016974914409424,28.493319026627354,29.18449348367878,28.42090718105325,23.568201724066995,23.812913356642856,23.81954393554187,27.30111250377752,27.47717336693082,23.75587485567249,3.5,25.500785172917457,6.27,25,1993,6,8,1,0,1,23,17,47
441,-25.31,-70.56,49.0,29.032474428629243,27.77551287550313,29.01662035444736,28.49343588258908,29.184277035458823,28.42075606102582,23.832508912706235,23.672097857935718,23.73239375982297,27.301231895659953,27.477297831907375,23.531478917042254,5.0,26.003460532109507,6.6,26,1993,7,11,6,1,0,13,36,32
442,-33.32,-72.56,19.2,29.03222341729952,27.775182641140756,29.01689951839991,28.493274953445678,29.184479869367863,28.42061877143528,22.832508912706235,23.03342375548695,22.968482948553934,27.301067126254875,27.477172208949614,22.93951925261862,1.9,24.540954808926134,5.63,24,1993,7,16,4,0,1,21,21,35
443,-30.03,-71.58,67.4,29.032219421197688,27.775191459395312,29.016903156721877,28.493238882634117,29.184478091581116,28.420613379856093,22.8750612633917,23.230448921378272,23.164352855784436,27.301049755613374,27.4771358757211,23.103803720955955,1.5,24.591843411224783,5.66,24,1993,7,17,5,1,0,1,35,45
444,-22.12,-65.69,278.9,29.032214977457016,27.77511070373185,29.016912388148302,28.493278440410958,29.184452105528905,28.420632093460135,23.079181246047625,23.27875360095283,23.27875360095283,27.301064737832867,27.477142968900907,23.204119982655925,2.6,25.101059354908116,6.0,25,1993,10,19,1,0,1,4,2,30
445,-31.77,-68.16,125.6,29.032195173627915,27.77517156341022,29.016929413558557,28.4932241103118,29.184485248122424,28.42065463115338,23.00432137378264,23.247973266361807,23.243038048686294,27.301051492708787,27.4771352966809,23.193124598354462,2.0,24.800923181813218,5.8,24,1993,10,30,5,1,0,17,59,8
446,-22.63,-68.74,117.1,29.03220550512119,27.77515414456507,29.016919710493145,28.493261395858628,29.184472920054656,28.420605086256515,22.88081359228079,23.08635983067475,23.127104798364808,27.30104497856515,27.477133993837626,23.08278537031645,2.0,24.767007363949805,5.78,24,1993,11,14,6,1,0,1,59,26
447,-33.57,-72.22,28.8,29.03222037687826,27.775186430825812,29.016902454958363,28.4932769898368,29.184479744411846,28.42061049442689,22.88081359228079,23.152288344383056,23.093421685162234,27.301073857191685,27.477166997995987,23.08278537031645,1.7,24.506910725551517,5.6,24,1993,12,4,5,1,0,23,16,59
448,-18.96,-71.3,35.1,29.032221066418636,27.775123678127056,29.016905337194146,28.49325905252908,29.184485691142534,28.4206311866521,22.785329835010767,22.869231719730976,23.0,27.301056703953346,27.4771415213226,22.826074802700827,1.5,24.216957207361098,5.41,24,1994,2,11,4,0,1,0,48,49
449,-23.3,-66.65,212.8,29.03221533231275,27.775121127012547,29.01691142324368,28.49325874566356,29.184484401839164,28.420617501864555,22.76342799356294,23.00432137378264,23.029383777685208,27.301043241443683,27.47712762432535,22.85733249643127,1.5,24.143327129992045,5.36,24,1994,2,17,3,0,1,4,37,32
450,-32.23,-71.84,31.3,29.03222517944374,27.775173385424786,29.016898227644607,28.493269960062644,29.184482252045076,28.42061516056855,22.799340549453582,22.94448267215017,23.008600171761916,27.301058006754715,27.47714890392152,22.832508912706235,1.7,24.484299839346786,5.59,24,1994,4,16,5,1,0,9,55,26
451,-22.59,-70.59,38.1,29.032217659030103,27.775186868095034,29.01690524947421,28.49327115959565,29.18448413773029,28.420617633768178,22.556302500767288,22.6232492903979,22.75587485567249,27.301044327145416,27.477139784222263,22.653212513775344,1.5,24.17084820364331,5.38,24,1994,4,19,1,0,1,8,28,47
452,-39.95,-75.72,15.0,29.032209009385298,27.77512455279144,29.01691777653728,28.493275608997287,29.184486199479153,28.42063011496743,22.7160033436348,22.81954393554187,22.826074802700827,27.301056052551196,27.47714181083865,22.806179973983888,1.6,24.394451680826215,5.53,24,1994,4,28,3,0,1,16,44,57
453,-19.97,-70.72,58.0,29.032241288417012,27.775217402973702,29.016879012063484,28.49328390791615,29.184475924716185,28.420644689652324,23.00432137378264,23.19033169817029,23.227886704613674,27.301058006754715,27.47713992898089,23.127104798364808,2.2,24.911956189072686,5.87,24,1994,5,10,1,0,1,1,49,12
454,-24.76,-66.94,179.8,29.032210203006205,27.775165732912225,29.016914180108333,28.49325627678308,29.184487548414225,28.42063928190776,23.143014800254097,23.397940008672037,23.33445375115093,27.301073857191685,27.477146298312704,23.406540180433954,1.3,24.315130317183602,5.48,24,1994,5,22,6,1,0,2,57,19
455,-32.99,-71.96,36.0,29.032217077956798,27.77517146866525,29.016906729850206,28.49326449935598,29.184486622051264,28.420615801953005,22.537819095073274,22.636487896353366,22.676693609624866,27.301043979721157,27.477129042997536,22.636487896353366,1.0,23.686010291315284,5.06,23,1994,6,16,3,0,1,0,47,27
456,-20.77,-68.99,124.7,29.032211582118162,27.775173531185622,29.016912308783933,28.493260712388818,29.1844873609835,28.42060958757375,22.838849090737256,23.136720567156406,23.117271295655765,27.301043458584246,27.47713225670718,23.08278537031645,1.4,24.041787318971753,5.29,24,1994,6,27,0,0,1,7,26,59
457,-24.25,-67.0,198.2,29.03221195713908,27.775135485947594,29.016914096567238,28.49326984847801,29.184485918332157,28.420613379856093,22.662757831681574,22.897627091290442,22.838849090737256,27.301044110005286,27.477128348138272,22.89209460269048,1.3,24.17435059747938,5.38,24,1994,8,2,1,0,1,1,51,25
458,-29.82,-71.42,47.8,29.032217296111405,27.775205305879993,29.01690456442266,28.493241867726038,29.18448558890716,28.42061135181357,22.7481880270062,23.00432137378264,23.068185861746162,27.301053664068288,27.47713138813935,22.799340549453582,1.3,24.26173854735254,5.44,24,1994,8,14,6,1,0,10,58,26
459,-31.26,-72.13,47.3,29.032230969871883,27.775165076976304,29.016892709518004,28.493282220249696,29.184468376103588,28.420665693484892,22.959041392321094,23.089905111439396,23.152288344383056,27.301055618282554,27.477148180142862,23.053078443483418,2.0,24.92479599579791,5.88,24,1994,9,12,0,0,1,6,30,1
460,-31.23,-72.09,28.4,29.032220195420088,27.775201370608197,29.016901782433926,28.493270057699178,29.184484964134935,28.42061499568807,22.643452676486188,22.886490725172482,22.838849090737256,27.30105388120364,27.477141376564504,22.672097857935718,1.3,24.23375736296551,5.42,24,1994,9,14,2,0,1,5,2,18
461,-32.48,-72.01,18.8,29.032227530302357,27.775177393829935,29.016895562577833,28.49325078103263,29.184481212642797,28.42060053542683,22.778151250383644,22.93951925261862,22.886490725172482,27.30106234939772,27.477151364759937,22.81954393554187,1.6,24.593618308129535,5.66,24,1994,9,17,5,1,0,12,22,20
462,-32.07,-71.9,27.0,29.032218150986075,27.775076370737576,29.016911068191657,28.493250334674208,29.184490464939525,28.420621228126535,22.690196080028514,22.785329835010767,22.799340549453582,27.30105996094944,27.47713486240024,22.812913356642856,1.1,24.257678574869185,5.44,24,1994,9,22,3,0,1,14,24,38
463,-32.22,-71.91,57.8,29.03222734481483,27.77502140313824,29.016904693914196,28.49325644416525,29.18447705500881,28.420644162070452,22.826074802700827,23.01703333929878,23.079181246047625,27.301046932818505,27.47713413859818,22.89209460269048,1.9,24.686099771995917,5.72,24,1994,10,11,1,0,1,1,37,25
464,-39.19,-70.8,170.2,29.032221485787684,27.775278101977005,29.016896055491102,28.493224221908186,29.184512282880906,28.42059295060471,23.012837224705173,23.152288344383056,23.17609125905568,27.301053664068288,27.477136744279957,23.12057393120585,2.3,24.980548739359772,5.92,24,1994,10,20,3,0,1,1,15,20
465,-23.31,-69.6,76.2,29.032213638680496,27.775194899194823,29.01690894956932,28.49326571982639,29.184487683875474,28.420612576884288,22.773786444981194,22.822821645303105,23.06107532362979,27.301039919179516,27.477134268882644,22.84323277809801,1.0,23.723865964443505,5.08,23,1994,11,22,1,0,1,12,19,57
466,-23.19,-66.58,246.3,29.032200230525355,27.775143430535064,29.016925783810436,28.4932585224885,29.18446766042696,28.420685558812522,22.963787827345556,23.187520720836464,23.20682587603185,27.30105540114807,27.477136599520268,23.113943352306837,2.3,24.961278679085044,5.91,24,1994,12,7,2,0,1,3,38,2
467,-23.5,-71.14,36.0,29.032254816267148,27.775252089157245,29.016863012354882,28.493293922198692,29.184466589749807,28.420625498449404,23.079181246047625,23.17609125905568,23.255272505103306,27.301077765429703,27.477154549353664,23.17609125905568,2.5,25.109578546904388,6.01,25,1994,12,10,5,1,0,3,39,37
468,-17.44,-69.66,161.4,29.032169851961598,27.774677515521205,29.01698393549157,28.493364489843263,29.184435064650536,28.42069787321084,23.44715803134222,23.5910646070265,23.602059991327963,27.30109513495094,27.477164681996523,23.5910646070265,3.3,25.41396997174806,6.21,25,1994,12,12,0,0,1,7,42,2
469,-24.14,-67.82,131.4,29.032214183869502,27.775193011681093,29.016908493011535,28.493267124409236,29.184486974478364,28.420617783808503,22.72916478969277,23.02036128264771,22.987219229908003,27.301044110005286,27.477128521853192,22.912753303671323,1.0,23.714245911017894,5.08,23,1994,12,13,1,0,1,14,26,46
470,-19.98,-69.01,130.6,29.032210852237817,27.775186285069307,29.016912329669292,28.49326270700179,29.18447997160458,28.420603618784035,22.5910646070265,22.85733249643127,22.863322860120455,27.301039767179894,27.47712805861325,22.792391689498253,1.5,24.476686742945645,5.58,24,1995,2,10,4,0,1,20,27,4
471,-23.64,-67.88,159.5,29.032200710403313,27.775038608599033,29.016931293163037,28.493285414257528,29.184465416829894,28.420567738363577,23.037426497940622,23.19033169817029,23.187520720836464,27.30105540114807,27.477137612837073,23.152288344383056,2.4,24.99135900263795,5.93,24,1995,2,14,1,0,1,15,54,1
472,-36.33,-72.81,15.0,29.032216578337977,27.775194593112072,29.016905917816143,28.493267407556964,29.18448193681678,28.4206161828261,22.826074802700827,23.03342375548695,22.869231719730976,27.30104497856515,27.47713717855873,22.602059991327963,1.1,24.314077991779214,5.48,24,1995,3,23,3,0,1,9,18,25
